POSITION_RANK,SYMBOL,DATA_DATE,CMP,BIAS,NEXT_DAY_SCORE,SWING_SCORE,TECH_SCORE,TECH_SCORE_100,ALIGNED,CONFIDENCE,RSI14,ATR14,ATR_PCT,ATR_PERCENTILE,EMA20,EMA50,EMA200,MACD_HIST,MACD_DELTA,VOL_RATIO20,VOL_PERCENTILE,VWAP20,VWAP_DIST_PCT,DAY_RANGE_PCT,RANGE20_POS,RET1,RET5,RET10,RET20,GAP_PCT,DELIVERY_PCT,PREV_HIGH,PREV_LOW,PREV_CLOSE,WEEK_HIGH,WEEK_LOW,UP_DAY_PCT_3Y,DOWN_DAY_PCT_3Y,AVG_UP_RETURN_3Y,AVG_DOWN_RETURN_3Y,AVG_GAP_PCT_3Y,UP_GAP_FREQ_3Y,DOWN_GAP_FREQ_3Y,AVG_UP_GAP_3Y,AVG_DOWN_GAP_3Y,AVG_GAP_FILL_PCT_3Y,MAX_UP_STREAK_3Y,MAX_DOWN_STREAK_3Y,SIMILAR_SETUPS,HIST_1D_WIN_PCT,HIST_1D_AVG_PCT,HIST_3D_WIN_PCT,HIST_3D_AVG_PCT,HIST_5D_WIN_PCT,HIST_5D_AVG_PCT,HIST_10D_WIN_PCT,HIST_10D_AVG_PCT,HIST_15D_WIN_PCT,HIST_15D_AVG_PCT,HIST_SETUP_QUALITY,HISTORICAL_SCORE,HISTORICAL_QUALITY,PRIMARY_DRIVER,CONFLICTING_SIGNAL,EXPECTED_LOW_PCT,EXPECTED_HIGH_PCT,EXPECTED_LOW_PRICE,EXPECTED_HIGH_PRICE,INVALIDATION,LEVERAGE_RISK,AVG_VALUE20,INTRADAY_STATUS,INTRADAY_BIAS,INTRADAY_SCORE,IN_NEXT_DAY,IN_SWING,OVERLAP,POSITION_SCORE,TRADE_MODE,POSITION_ACTION
509,PRSMJOHNSN,2026-08-28,111.18,Bullish,63.58,58.41,5,75,5/10,Medium,54.28,4.27,3.84,87.5,109.21,111.65,123.39,0.7115,0.0274,0.06,0.83,110.56,0.56,0.72,0.415,0.02,2.97,5.76,4.43,0.4,45.23,112.19,110.9,111.16,113.65,106.26,42.37,52.24,1.85,-1.49,0.2,11.18,5.79,1.78,-2.01,84.86,6,8,100,42.0,-0.09,57.0,0.31,57.0,0.66,50.0,0.39,48.0,0.68,POSITIVE,56.65,MIXED,Momentum + VWAP + RSI + MACD,None material,1.34,5.76,112.67,117.59,110.56,HIGH,595504459.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,53.26,WATCH,WATCH
510,YATHARTH,2026-08-28,967.4,Bullish,62.29,62.6,5,75,5/10,Medium,73.9,32.3,3.34,36.67,890.53,860.34,775.44,12.7478,0.5186,2.71,95.83,903.02,7.13,7.04,0.714,-0.58,13.13,14.53,18.2,0.61,33.19,982.0,942.75,973.05,982.0,846.0,48.82,46.84,1.94,-1.69,0.36,20.0,6.58,1.78,-2.2,87.68,6,14,100,47.0,0.2,52.0,0.71,50.0,0.41,48.0,0.51,55.0,1.0,MIXED,52.98,MIXED,Trend + Momentum + VWAP + MACD,None material,1.17,5.01,978.7,1015.85,903.02,HIGH,458595884.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,53.21,WATCH,WATCH
511,GHCL,2026-08-28,441.45,Bullish,59.33,55.79,5,75,5/10,Medium,54.63,8.79,1.99,3.33,438.39,440.28,483.37,0.5554,-0.0106,0.44,14.17,438.79,0.61,1.33,0.483,0.3,-0.21,2.9,0.76,0.0,52.15,442.35,438.0,440.15,458.0,437.0,45.0,50.66,1.62,-1.5,0.13,10.26,7.11,1.72,-2.19,83.1,7,8,100,48.0,0.02,50.0,0.31,43.0,-0.27,45.0,-0.05,46.0,-0.01,NEGATIVE,44.52,MIXED,Trend + Momentum + VWAP + RSI,None material,0.7,2.99,444.53,454.64,438.0,LOW,62599581.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,53.17,WATCH,WATCH
512,HTMEDIA,2026-08-28,26.78,Neutral-Range,53.31,55.19,-2,40,5/10,Medium,52.9,1.27,4.72,33.33,26.62,25.59,23.75,-0.0716,-0.0231,0.28,19.17,27.95,-4.18,5.21,0.353,-1.0,-2.87,1.55,8.64,2.03,60.12,27.68,26.92,27.05,28.25,26.61,45.53,48.95,2.1,-1.84,0.26,21.05,13.03,1.96,-2.0,92.97,7,10,92,44.57,0.27,53.26,0.28,51.09,1.53,65.22,2.62,66.3,1.28,MIXED,72.31,STRONG,Trend + RSI + Gap,"Momentum, Structure, VWAP",-4.72,4.72,25.51,28.05,27.05,HIGH,10960625.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,53.13,WATCH,WATCH
513,PFOCUS,2026-08-28,294.4,Neutral-Range,58.69,63.75,3,65,5/10,Medium,55.02,13.27,4.51,4.17,288.78,278.18,252.71,0.5814,-0.4334,0.18,3.33,290.93,1.19,2.4,0.606,-0.42,-0.86,9.2,2.54,0.42,50.84,303.3,295.0,295.65,314.6,282.25,45.79,49.74,3.05,-2.35,0.26,21.71,12.63,2.12,-2.26,88.55,7,7,8,62.5,1.62,75.0,2.91,62.5,0.97,50.0,-0.68,87.5,5.66,POSITIVE,55.53,MIXED,Trend + Momentum + VWAP + RSI,"Structure, Delivery",-4.51,4.51,281.13,307.67,295.65,HIGH,273167100.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,53.11,WATCH,WATCH
514,TI,2026-08-28,567.2,Neutral-Range,60.28,58.3,3,65,5/10,Medium,67.41,19.26,3.39,48.33,542.98,502.62,457.54,-1.9533,-0.8852,0.29,0.83,539.22,5.19,3.76,0.79,1.69,-1.47,-0.27,21.94,-0.3,46.16,565.9,546.25,557.8,594.55,546.25,45.66,49.87,2.35,-1.79,0.29,12.24,6.45,2.41,-2.45,76.97,12,9,100,45.0,0.13,46.0,0.58,47.0,1.29,51.0,1.41,41.0,0.91,MIXED,60.1,POSITIVE,Trend + Structure + VWAP + RSI,"Momentum, MACD",-3.39,3.39,547.94,586.46,557.8,HIGH,769031921.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,53.1,WATCH,WATCH
515,VOLTAMP,2026-08-28,11038.5,Bullish,61.73,64.09,5,75,5/10,Medium,64.84,380.72,3.45,27.5,10447.1,10071.74,9316.76,98.599,-17.9732,0.42,23.33,10519.92,4.93,3.01,0.658,-1.69,1.55,8.85,11.24,-0.09,44.52,11378.5,10700.0,11228.5,11699.0,10344.5,45.39,50.39,2.41,-1.88,0.32,18.29,6.84,1.8,-2.49,84.49,11,9,100,40.0,-0.24,46.0,-0.16,42.0,-0.25,52.0,1.12,72.0,4.73,NEGATIVE,51.38,MIXED,Trend + Momentum + VWAP + RSI,None material,1.21,5.17,11171.75,11609.58,10519.92,HIGH,483626534.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,53.09,WATCH,WATCH
516,ESABINDIA,2026-08-28,6162.0,Bullish,59.75,60.71,5,75,5/10,Medium,60.41,166.35,2.7,26.67,6035.59,5935.88,5781.84,5.5437,-4.7854,0.55,33.33,6082.96,1.3,2.9,0.651,1.09,-0.77,-1.12,9.48,0.27,52.24,6194.0,6056.5,6095.5,6370.0,6056.5,42.89,52.76,1.5,-1.15,0.18,10.92,5.79,1.68,-1.94,91.63,7,10,100,41.0,-0.13,44.0,-0.54,47.0,-0.32,46.0,-0.14,39.0,-1.1,MIXED,45.71,MIXED,Trend + Momentum + VWAP + RSI,None material,0.94,4.05,6220.22,6411.53,6056.5,MODERATE,58788451.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,53.07,WATCH,WATCH
517,ASTERDM,2026-08-28,748.4,Bearish,49.15,52.91,-5,25,6/10,Medium,32.16,25.61,3.42,62.5,789.93,791.95,718.19,-8.8769,0.4779,0.31,5.83,793.66,-5.7,2.78,0.03,-0.85,-1.73,-8.99,-8.97,0.67,62.06,762.5,751.0,754.8,775.5,744.0,46.84,48.82,1.68,-1.34,0.24,11.97,5.0,2.15,-2.82,83.23,9,11,21,28.57,-0.4,38.1,-0.58,57.14,0.15,85.71,3.53,76.19,4.14,POSITIVE,79.72,STRONG,Liquidity,"Trend, Momentum, Structure",-5.13,-1.2,709.99,739.44,793.66,HIGH,4562741662.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,53.05,WATCH,WATCH
518,NATCOPHARM,2026-08-28,853.8,Bearish,46.43,46.75,-6,20,7/10,Medium,33.02,24.2,2.83,10.83,891.67,921.17,951.76,-4.0872,-0.0438,0.83,66.67,901.29,-5.27,1.88,0.075,-0.44,-3.24,-5.46,-6.89,0.02,57.26,869.9,853.0,857.6,900.0,853.0,48.42,47.11,1.63,-1.62,0.29,11.45,5.26,1.95,-2.63,82.37,10,10,10,50.0,-0.13,70.0,0.18,60.0,0.46,80.0,3.13,70.0,4.13,POSITIVE,78.36,STRONG,Liquidity,"Trend, Momentum, Structure",-4.25,-0.99,817.5,845.33,901.29,MODERATE,436677460.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,53.04,WATCH,WATCH
519,AGARWALEYE,2026-08-28,507.8,Bullish,62.18,62.24,5,75,6/10,Medium,53.94,15.97,3.15,35.83,503.17,493.32,470.68,-2.3762,0.8768,0.24,13.33,511.06,-0.64,4.67,0.337,2.25,1.52,0.26,6.23,-0.7,53.23,501.7,493.55,496.65,502.95,493.0,47.49,49.25,1.55,-1.34,-0.08,10.55,10.55,1.87,-2.37,89.39,7,8,73,50.68,0.31,49.32,0.22,54.79,0.12,50.68,0.07,45.21,-0.44,MIXED,52.67,MIXED,Trend + Momentum + Structure + RSI,VWAP,1.1,4.72,513.39,531.76,493.55,HIGH,1422534423.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.99,WATCH,WATCH
520,MARICO,2026-08-28,829.65,Bearish,43.22,50.71,-6,20,7/10,Medium,38.78,14.96,1.8,2.5,848.93,845.6,797.95,-3.7551,-0.2076,1.63,91.67,854.4,-2.9,1.71,0.069,-0.46,-2.31,-4.11,-4.71,-0.17,71.32,837.75,825.8,833.5,862.15,825.8,47.89,47.63,1.06,-0.95,0.1,5.0,4.21,1.93,-1.8,83.94,8,6,8,50.0,0.03,62.5,0.94,62.5,0.52,75.0,1.0,75.0,2.5,POSITIVE,69.2,POSITIVE,Liquidity,"Trend, Momentum, Structure",-2.71,-0.63,807.2,824.41,854.4,LOW,1290470374.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.98,WATCH,WATCH
521,ALPHA,2026-08-28,55.39,Bullish,59.02,61.46,6,80,6/10,Medium,71.27,0.68,1.24,0.83,53.95,52.69,50.17,0.0798,0.0145,0.86,50.0,53.91,2.74,0.94,0.945,0.56,2.31,2.63,6.66,0.49,68.98,55.59,55.0,55.08,55.59,53.86,53.35,42.33,0.93,-1.06,0.33,16.93,7.03,1.98,-1.95,93.5,12,9,85,58.82,0.18,47.06,-0.05,38.82,-0.28,38.82,-0.96,56.47,0.46,NEGATIVE,37.21,NEGATIVE,Trend + Momentum + Structure + VWAP,None material,0.43,1.85,55.63,56.42,53.91,LOW,48936110.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.95,WATCH,WATCH
522,SILVER1,2026-08-28,23.42,Bullish,63.08,59.0,5,75,5/10,Medium,60.43,0.81,3.46,22.5,22.66,23.61,64.38,0.0928,-0.0078,1.04,70.83,22.58,3.73,2.87,0.693,1.96,-1.01,4.41,11.74,1.87,42.58,24.53,22.71,22.97,24.53,22.71,53.87,41.85,1.71,-2.06,0.2,26.19,12.19,2.46,-4.05,65.33,8,7,100,55.0,0.17,65.0,0.42,55.0,0.38,51.0,0.4,55.0,0.31,POSITIVE,55.22,MIXED,Momentum + VWAP + RSI + Gap,None material,1.21,5.19,23.7,24.64,22.58,HIGH,174639539.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.93,WATCH,WATCH
523,MENONBE,2026-08-28,284.62,Bullish,66.51,63.95,5,75,5/10,Medium,71.72,14.98,5.26,51.67,253.11,220.92,163.01,1.6722,0.0286,0.99,65.83,257.47,10.54,2.44,0.91,0.45,3.63,23.92,35.15,-0.19,,284.85,266.0,283.35,291.9,249.39,47.89,47.37,1.92,-1.69,0.09,13.95,11.71,2.05,-1.76,92.25,8,7,96,50.0,0.37,56.25,0.91,50.0,0.99,54.17,2.4,60.42,5.08,MIXED,65.02,POSITIVE,Trend + Momentum + Structure + VWAP,None material,1.84,7.89,289.86,307.09,257.47,VERY_HIGH,20148117.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.89,WATCH,WATCH
524,ENDURANCE,2026-08-28,2929.2,Neutral-Range,49.75,51.0,-3,35,5/10,Medium,52.88,74.89,2.56,1.67,2932.55,2824.89,2636.97,-13.1421,-4.0855,0.76,35.83,2951.87,-0.77,2.42,0.581,-0.53,-3.31,1.04,6.2,0.03,63.77,2990.0,2935.0,2944.8,3072.0,2935.0,46.45,49.34,1.64,-1.34,0.17,8.95,6.18,1.93,-1.99,85.21,8,8,100,51.0,0.45,67.0,1.46,64.0,1.63,55.0,1.35,57.0,2.33,POSITIVE,68.57,POSITIVE,RSI + Liquidity,"Momentum, Structure, VWAP",-2.56,2.56,2854.31,3004.09,2944.8,MODERATE,462624457.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.87,WATCH,WATCH
525,JINDALSAW,2026-08-28,308.6,Bullish,62.79,65.06,6,80,6/10,Medium,71.13,10.86,3.52,15.0,280.89,267.44,236.15,3.9646,0.2737,0.4,27.5,290.68,6.16,1.98,0.869,-0.53,5.81,15.54,20.1,0.0,39.06,316.95,303.4,310.25,316.95,271.2,47.76,48.03,2.27,-2.15,0.17,12.5,6.97,1.99,-3.29,79.09,9,8,100,50.0,0.03,44.0,-0.17,45.0,0.2,50.0,-0.27,69.0,0.16,MIXED,47.97,MIXED,Trend + Momentum + Structure + VWAP,None material,1.23,5.28,312.4,324.9,290.68,HIGH,830979250.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.85,WATCH,WATCH
526,COMSYN,2026-08-28,282.0,Neutral-Range,62.66,60.46,2,60,5/10,Medium,69.22,15.3,5.42,68.33,264.82,229.09,178.26,-1.4708,-0.9907,1.19,77.5,260.43,8.28,7.3,0.829,-0.62,-1.46,-2.2,31.28,0.0,48.02,290.04,277.49,283.75,294.0,271.35,47.3,48.2,2.26,-1.75,0.45,30.33,13.96,2.36,-2.23,90.17,12,11,95,48.42,0.57,54.74,1.34,54.74,1.77,54.74,3.4,58.95,6.14,MIXED,73.32,STRONG,Trend + Structure + VWAP + RSI,"Momentum, Volume, MACD",-5.42,5.42,266.7,297.3,283.75,VERY_HIGH,232065207.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.77,WATCH,WATCH
527,ANTELOPUS,2026-08-28,787.3,Bearish,51.43,49.6,-4,30,5/10,Medium,44.98,35.01,4.45,0.83,805.77,805.63,694.85,-2.8541,0.4369,0.31,5.0,821.11,-4.12,2.09,0.111,0.78,-1.6,0.6,-4.16,0.0,47.3,793.85,778.0,781.2,816.4,773.7,47.33,47.33,3.22,-2.76,0.26,25.1,10.29,2.37,-3.64,81.57,6,8,100,47.0,0.49,54.0,1.92,59.0,2.2,69.0,4.88,68.0,5.53,POSITIVE,79.8,STRONG,Liquidity,"Trend, Momentum, Structure",-6.67,-1.56,734.79,775.05,821.11,HIGH,114123259.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.76,WATCH,WATCH
528,RBZJEWEL,2026-08-28,146.2,Bullish,61.11,59.73,4,70,5/10,Medium,53.16,6.78,4.64,22.5,143.74,142.39,139.01,0.5097,0.1296,0.29,3.33,144.96,0.85,1.54,0.565,-0.18,5.87,3.81,-1.87,-0.99,53.27,150.79,145.68,146.46,155.97,135.4,43.88,51.75,2.55,-1.98,0.4,30.17,15.31,2.38,-2.28,71.56,10,11,73,43.84,-0.05,42.47,0.12,53.42,0.54,53.42,0.37,49.32,0.45,MIXED,56.03,MIXED,Trend + Momentum + VWAP + RSI,Delivery,1.62,6.96,148.57,156.37,144.96,HIGH,21275507.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.76,WATCH,WATCH
529,BHAGYANGR,2026-08-28,391.05,Bullish,64.43,59.23,6,80,6/10,Medium,52.91,18.63,4.76,2.5,385.37,372.89,271.29,0.0089,0.4076,0.63,40.83,386.38,1.21,4.82,0.653,2.13,-0.87,7.34,2.83,-0.51,54.12,391.7,380.0,382.9,401.9,380.0,45.26,50.39,3.01,-2.16,0.42,31.58,16.58,2.4,-2.46,82.88,7,8,100,39.0,-0.43,36.0,-0.2,43.0,0.16,44.0,1.64,43.0,1.62,MIXED,52.65,MIXED,Trend + Momentum + VWAP + RSI,None material,1.67,7.14,397.57,418.99,380.0,HIGH,50439092.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.76,WATCH,WATCH
530,IDEA,2026-08-28,14.68,Bullish,60.82,60.65,4,70,5/10,Medium,62.1,0.44,3.02,20.0,14.06,13.7,11.98,0.1666,-0.035,0.81,41.67,13.99,4.93,3.34,0.751,-1.94,5.31,4.04,12.84,0.4,30.58,15.26,14.91,14.97,15.37,13.92,43.55,49.34,2.74,-2.22,0.46,20.39,6.84,2.42,-2.35,82.05,7,8,100,51.0,0.23,54.0,0.59,55.0,0.57,44.0,0.82,50.0,0.98,POSITIVE,55.21,MIXED,Trend + Momentum + VWAP + RSI,Structure,1.06,4.54,14.84,15.35,13.99,HIGH,6474815179.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.74,WATCH,WATCH
531,VGUARD,2026-08-28,333.25,Neutral-Range,60.1,57.62,3,65,5/10,Medium,59.5,10.01,3.0,40.83,326.77,318.67,325.05,-0.5412,-0.0855,0.3,12.5,326.44,2.09,2.38,0.619,0.53,0.38,1.99,5.96,-0.44,68.46,335.4,328.5,331.5,343.1,327.15,45.13,50.26,1.36,-1.17,0.16,8.95,5.26,1.74,-2.12,91.49,7,12,100,44.0,-0.03,54.0,0.06,55.0,0.17,60.0,0.91,57.0,1.17,POSITIVE,59.57,POSITIVE,Trend + VWAP + RSI + Delivery,"Momentum, MACD",-3.0,3.0,323.24,343.26,331.5,HIGH,381140042.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.71,WATCH,WATCH
532,VSTTILLERS,2026-08-28,4381.6,Bearish,49.47,45.63,-4,30,6/10,Medium,42.42,107.93,2.46,8.33,4446.29,4515.96,4852.42,-7.8536,-0.4297,0.5,20.83,4507.95,-2.8,2.18,0.075,0.15,-0.65,-2.88,-1.67,1.83,72.02,4438.5,4365.5,4375.0,4479.6,4355.1,45.26,50.53,1.65,-1.38,0.29,15.26,6.71,1.86,-1.91,84.89,8,8,100,42.0,-0.08,43.0,0.42,49.0,0.9,63.0,4.11,68.0,4.98,MIXED,74.2,STRONG,Gap + Delivery,"Trend, Momentum, Structure",-3.69,-0.86,4219.71,4343.83,4507.95,MODERATE,55188755.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.58,WATCH,WATCH
533,KOTAKBANK,2026-08-28,423.7,Bullish,58.14,57.82,5,75,6/10,Medium,74.12,7.64,1.8,9.17,401.24,397.16,721.3,3.3167,0.386,1.61,89.17,403.96,4.89,1.23,0.903,-0.12,5.19,8.32,8.56,0.09,75.46,427.7,415.0,424.2,427.7,398.15,48.42,46.84,1.01,-1.2,-0.12,5.0,6.97,1.71,-3.32,70.87,9,6,100,48.0,-0.22,42.0,-0.71,39.0,-0.79,51.0,-0.56,63.0,0.13,NEGATIVE,41.1,NEGATIVE,Trend + Momentum + Structure + VWAP,Delivery,0.63,2.7,426.37,435.16,403.96,LOW,4744974801.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.56,WATCH,WATCH
534,VTL,2026-08-28,592.75,Bearish,48.01,50.45,-4,30,5/10,Medium,42.21,15.46,2.61,0.83,601.62,608.51,561.94,0.8808,-0.4135,0.54,30.0,598.19,-0.91,1.84,0.426,-0.31,-1.68,0.36,1.19,-0.44,55.4,607.5,592.65,594.6,609.0,589.35,46.84,48.55,1.74,-1.51,0.2,11.71,5.53,1.88,-2.16,85.04,6,6,12,66.67,0.44,50.0,-0.1,50.0,0.1,66.67,3.45,66.67,3.77,MIXED,70.03,STRONG,Liquidity,"Trend, Momentum, VWAP",-3.91,-0.91,569.56,587.34,607.5,MODERATE,115140172.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.55,WATCH,WATCH
535,TASTYBITE,2026-08-28,10073.0,Neutral-Range,59.25,59.54,3,65,5/10,Medium,59.7,405.31,4.02,52.5,9762.49,9232.74,8495.62,-21.1539,-0.8207,0.23,12.5,9957.97,1.16,3.67,0.693,2.61,-0.62,0.68,9.06,-0.17,50.08,10172.5,9755.0,9816.5,10300.0,9755.0,42.5,53.16,1.73,-1.45,0.32,18.55,6.45,1.77,-1.87,90.57,8,8,63,41.27,0.02,52.38,0.36,49.21,0.34,57.14,0.89,60.32,2.31,MIXED,57.14,POSITIVE,Trend + VWAP + RSI + Delivery,"Momentum, MACD",-4.02,4.02,9667.69,10478.31,9816.5,HIGH,182959720.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.42,WATCH,WATCH
536,SAMBHV,2026-08-28,127.41,Bullish,61.88,61.31,5,75,5/10,Medium,56.74,5.08,3.99,29.17,124.01,119.66,111.06,0.2271,-0.1087,0.53,26.67,124.62,2.24,3.77,0.651,2.63,-1.5,5.25,6.12,0.43,40.43,128.9,123.0,124.14,133.8,123.0,44.82,50.5,2.41,-1.88,0.24,17.06,8.7,2.03,-2.55,79.29,7,5,47,36.17,0.14,46.81,-0.42,51.06,0.25,55.32,-0.36,38.3,-1.88,MIXED,51.79,MIXED,Trend + Momentum + VWAP + RSI,None material,1.4,5.98,129.19,135.03,123.0,HIGH,247825766.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.4,WATCH,WATCH
537,COMMOIETF,2026-08-28,99.82,Bearish,44.7,49.0,-5,25,5/10,Medium,45.71,1.24,1.25,0.83,100.25,100.61,98.81,-0.0139,-0.0125,0.51,21.67,100.74,-0.91,1.0,0.23,-0.38,0.26,-0.24,-0.8,0.16,66.27,100.99,99.79,100.2,100.99,99.46,53.11,42.4,0.77,-0.85,0.44,17.22,2.89,1.82,-1.71,90.1,8,7,100,53.0,0.14,58.0,0.37,59.0,0.78,66.0,1.28,64.0,0.97,POSITIVE,66.99,POSITIVE,No strong driver,"Trend, Momentum, VWAP",-1.87,-0.44,97.95,99.38,100.99,LOW,8039845.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.36,WATCH,WATCH
538,BANDHANBNK,2026-08-28,168.25,Bearish,48.27,48.86,-4,30,5/10,Medium,36.28,4.85,2.88,0.83,174.6,182.32,179.27,0.6294,-0.2621,0.49,23.33,173.59,-3.08,1.58,0.047,-0.85,-3.91,-3.61,-3.38,0.19,46.64,174.5,169.5,169.7,180.74,169.5,46.84,48.55,1.72,-1.7,0.16,10.26,7.11,1.98,-2.14,70.28,8,7,34,44.12,0.06,64.71,0.78,70.59,1.0,58.82,1.62,41.18,-0.54,STRONG,70.77,STRONG,Liquidity,"Trend, Momentum, Structure",-4.32,-1.01,160.98,166.55,174.5,MODERATE,1232407177.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.33,WATCH,WATCH
539,DEEPAKFERT,2026-08-28,1436.3,Bearish,49.58,48.89,-5,25,6/10,Medium,38.26,47.54,3.31,6.67,1491.92,1501.31,1371.02,-3.8655,-0.5928,0.34,11.67,1531.05,-6.19,2.4,0.025,-1.31,-0.89,-4.02,-7.5,0.66,47.66,1484.6,1450.0,1455.3,1508.0,1437.0,46.32,49.47,2.26,-1.83,0.11,8.55,7.63,1.96,-2.83,83.37,8,10,16,56.25,0.94,68.75,2.43,75.0,3.47,56.25,3.45,56.25,6.5,STRONG,80.94,STRONG,Liquidity,"Trend, Momentum, Structure",-4.96,-1.16,1364.99,1419.66,1531.05,HIGH,520888247.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.28,WATCH,WATCH
540,UNOMINDA,2026-08-28,1276.0,Bullish,59.26,59.56,5,75,6/10,Medium,63.91,26.76,2.1,0.83,1247.39,1202.49,1157.42,-2.8838,0.3379,0.67,31.67,1255.5,1.63,1.54,0.803,-0.31,0.87,2.9,8.09,0.16,55.56,1285.0,1252.1,1280.0,1285.0,1240.5,47.76,47.76,1.74,-1.5,0.18,8.55,6.71,2.07,-2.28,82.1,11,7,8,37.5,-0.31,37.5,-0.72,37.5,-0.26,50.0,-0.07,37.5,-1.13,NEGATIVE,44.3,MIXED,Trend + Momentum + Structure + VWAP,Delivery,0.73,3.15,1285.36,1316.13,1252.1,MODERATE,1040495928.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.22,WATCH,WATCH
541,HDFCNIFIT,2026-08-28,33.25,Bullish,59.44,58.91,5,75,5/10,Medium,59.72,0.82,2.47,4.17,32.67,32.02,33.79,-0.1402,0.0644,1.73,90.0,33.2,0.15,3.43,0.564,2.85,1.81,-0.57,1.19,0.0,43.4,32.66,32.15,32.33,33.27,32.1,46.84,48.29,1.01,-1.22,0.45,27.76,6.84,1.96,-3.34,91.76,11,7,100,44.0,-0.96,62.0,-0.36,53.0,-0.55,52.0,-1.18,52.0,-1.17,MIXED,44.83,MIXED,Trend + Momentum + Volume + Structure,None material,0.87,3.71,33.54,34.48,32.15,MODERATE,5267529.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.21,WATCH,WATCH
542,SHK,2026-08-28,152.43,Bearish,51.04,48.89,-4,30,5/10,Medium,44.67,5.91,3.88,9.17,157.55,151.32,156.51,-2.7404,0.1162,0.48,25.83,165.42,-7.85,1.58,0.09,0.67,-3.2,-10.71,-7.39,0.0,53.67,157.0,150.0,151.41,160.07,150.0,45.66,49.87,2.27,-2.01,0.26,14.74,7.11,2.06,-2.56,85.72,9,7,13,76.92,0.36,76.92,0.65,76.92,2.44,53.85,2.04,46.15,0.35,STRONG,78.69,STRONG,Delivery,"Trend, Momentum, Structure",-5.82,-1.36,143.56,150.36,165.42,HIGH,76613746.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.15,WATCH,WATCH
543,MHRIL,2026-08-28,211.39,Bearish,51.52,47.18,-4,30,6/10,Medium,33.82,6.51,3.08,11.67,220.77,225.34,257.54,-1.1728,-0.2174,1.29,81.67,222.59,-5.03,2.79,0.079,0.08,-4.69,-6.72,-3.21,0.2,60.57,219.59,209.22,211.23,225.65,209.22,42.37,53.03,1.47,-1.3,0.2,10.26,5.26,1.96,-1.8,88.22,8,13,18,44.44,0.85,55.56,1.93,61.11,2.24,72.22,2.36,66.67,2.75,POSITIVE,80.07,STRONG,Volume + Delivery,"Trend, Momentum, Structure",-4.62,-1.08,201.63,209.11,222.59,HIGH,25749111.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.13,WATCH,WATCH
544,GMRP&UI,2026-08-28,93.35,Bearish,46.42,43.67,-6,20,6/10,Medium,36.54,2.73,2.92,32.5,96.56,98.63,104.6,-0.2558,-0.1164,3.34,99.17,96.48,-3.24,6.42,0.136,-1.26,-3.34,-3.83,-5.86,0.8,37.67,96.0,93.99,94.54,98.58,93.99,45.0,50.53,2.74,-2.12,0.49,26.05,10.13,2.56,-2.71,77.94,8,9,84,52.38,0.77,65.48,1.86,59.52,2.97,64.29,4.5,63.1,4.39,POSITIVE,78.33,STRONG,No strong driver,"Trend, Momentum, Structure",-4.39,-1.02,89.26,92.39,96.48,MODERATE,95570747.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,52.11,WATCH,WATCH
